이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
인평일등추어탕,추어,4,20,"서울 강남구 선릉로 555 선릉빌딩 1층
(지번) 역삼동 683-26",37.50798834,127.0448231,02-552-8889,"전복추어탕 (19,000원), 반계추어탕 (17,000원), 우렁추어탕 (16,000원), 통추어탕 (16,000원), 추어탕(보통맛) (13,000원), 추어탕(얼큰한맛) (13,000원)",매일 10:00 ~ 22:00
화수사,일식집,4.5,26,"서울 강남구 삼성로95길 10 우원빌딩 1층
(지번) 삼성동 129-18",37.50814858,127.0547716,02-563-6363,"모듬사시미 (0원), 도로사시미 (0원), 특초밥 (0원), 생태탕 (0원), 스페셜사시미 (0원), 특사시미 (0원), 참치회 (가격정보 없음), 참치회골드 (가격정보 없음), 민어 (가격정보 없음), 참치 (가격정보 없음), 사시미 (가격정보 없음), 노래미 (가격정보 없음), 사시미코스 (가격정보 없음), 스페셜초밥 (0원), 초밥 (가격정보 없음), 연어초밥 (가격정보 없음), 생선초밥 (가격정보 없음), 장어덮밥 (가격정보 없음), 특회덮밥 (가격정보 없음), 회덮밥 (가격정보 없음), 우동 (가격정보 없음), 생대구탕 (가격정보 없음), 알탕 (가격정보 없음), 튀김 (가격정보 없음), 새우튀김 (가격정보 없음), 메밀 (가격정보 없음), 도미머리양념구이 (0원), 특선물회 (가격정보 없음), 멍게 (가격정보 없음), 장어구이정식 (0원), 장어구이 (가격정보 없음), 장어 (가격정보 없음), 전복 (가격정보 없음), 전복회 (가격정보 없음), 완도전복회 (가격정보 없음), 생전복죽 (가격정보 없음), 새우 (가격정보 없음), 전복죽 (가격정보 없음), 도미머리조림 (가격정보 없음), 간장게장정식 (0원), 낙지 (가격정보 없음), 보리굴비 (가격정보 없음), 화수사정식 (0원), 정식 (0원), 정식(주말점심) (0원), 특정식 (가격정보 없음), 런치정식 (가격정보 없음)","토,일요일"
호신각,중국요리,3.8,181,"서울 강남구 테헤란로81길 16 화성빌딩 2층
(지번) 삼성동 157-23",37.50820269,127.0571388,02-553-2888,"짜장면 (8,000원), 간짜장 (9,000원), 고추쟁반짜장 (10,000원), 짬뽕 (밥) (9,000원), 고추짬뽕 (밥) (10,000원), 해물우동 (밥) (11,000원), 기스면 (11,000원), 차돌박이짬뽕 (11,000원), 특삼선짬뽕 (13,000원), 볶음밥 (9,000원), 게살볶음밥 (10,000원), 마파두부밥 (10,000원), 잡채밥 (11,000원), 고추덮밥 (12,000원), 자연송이덮밥 (15,000원), 잡탕밥 (18,000원), 굴짬뽕 (12,000원), 중국식냉면 (12,000원), 냉짬뽕 (12,000원), 탕수육 (소) (22,000원), 양장피 (소) (30,000원), 깐풍기 (소) (26,000원), 팔보채 (소) (35,000원), 깐쇼중새우 (소) (35,000원), 유산슬밥 (18,000원)",일요일
육성급,"육류,고기",4.6,393,"서울 강남구 테헤란로79길 25 1층
(지번) 삼성동 129-14",37.50836566,127.0547046,02-572-2628,"숙성스테이크통삼겹살 170g (19,000원), 숙성통모듬한판500g (59,000원), 숙성 마블링통목살 170g (19,000원), 숙성 눈꽃통항정살 140g (21,000원), 숙성통가브리살 140g (21,000원), 숙성통특수부위모듬한판600g (85,000원), 오이냉국수 (9,000원), 냄비볶음밥 (2인분) (13,000원), 비빔국수 (9,000원), 통돼지국물김치찜 (11,000원), 저염된장찌개 (8,500원), 통돼지국물김치찜정식(평일점심) (11,000원), 칼제육볶음정식(평일점심) (10,000원), 해물불순두부정식 (11,000원), 육성급 해장라면 (9,000원), 런치세트메뉴 (73,000원), 김치술밥 (13,500원), 고구마치즈돈가스(사이드메뉴) (8,000원), 애기밥 (3,000원)",일요일
명우돈가,"육류,고기",4.4,52,"서울 강남구 삼성로96길 6
(지번) 삼성동 157-8",37.50845065,127.0565736,02-558-3392,"통삼겹살(170g) (17,000원), 통목살(170g) (17,000원), 흑돼지오겹살(170g) (19,000원), 한우육회비빔밥 (12,000원), 부대전골 (9,000원), 김치전골 (9,000원), 차돌된장 (9,000원), 계란말이 (9,000원), 비빔밥 (9,000원)","토,일 11:00 ~ 22:00"
끌레르봉봉,"제과,베이커리",4.6,26,"서울 강남구 논현로114길 8 청원빌딩 1층 103호
(지번) 논현동 234-1",37.50850983,127.0340735,010-4182-4443,"곰돌이 푸 카페모카 (2,800원), 도날드덕 순우유 초코칩 (2,800원), 누텔라 스모이 (2,500원), 리얼돼지바 (2,500원), 초코 우유 진주 (2,500원)","월,일요일"
영동원삼겹살,삼겹살,4.1,156,"서울 강남구 강남대로 520
(지번) 논현동 164-18",37.50867738,127.023051,02-541-5090,"삼겹살 (150g) (6,500원), 대패삼겹살 (150g) (6,900원), 냉오겹 (150g) (7,900원), 생오겹(150g) (8,900원), 우삼겹(양념) (150g) (6,900원), 항정살 (150g) (8,900원)",매일 00:00 ~ 24:00
박서방순대국밥 삼성본점,순대,3.3,155,"서울 강남구 삼성로 520 1층
(지번) 삼성동 156-5",37.5087063,127.0559201,02-568-9205,"순대국밥 (11,000원), 모듬순대 (소) (27,000원), 머리고기(1인분) (21,000원), 술국 (13,000원), 오소리감투 (13,000원), 순대정식(2인분) (14,000원), 모듬순대(중) (32,000원), 모듬순대(대) (37,000원), 새끼보 (13,000원), 순대(1인분) (9,000원)",일요일
일언족발 본점,"족발,보쌈",4.9,12,"서울 강남구 봉은사로37길 11 1층
(지번) 논현동 232-17",37.50903076,127.0365751,02-547-1319,"일언족발(중) (45,000원), 마늘족발(중) (47,000원), 불족발(중) (45,000원), 냉채족발 (55,000원), 꼬들족발 (50,000원), 일언족발(대) (50,000원), 마늘족발(대) (52,000원), 불족발(대) (50,000원), 대구뽈살구이 (35,000원), 반건조갑오징어구이 (43,000원), 갑오징어회(숙회) (43,000원), 먹태 (25,000원), 얼큰오뎅탕 (30,000원), 맑은홍합탕 (20,000원), 오징어부추전 (20,000원), 오징어김치전 (20,000원), 쟁반국수 (20,000원), 들깨우동 (12,000원), 얼큰번데기탕 (17,000원), 삼겹숙주볶음 (30,000원), 계란찜 (8,000원), 물만두 (9,000원), 셀프주먹밥 (6,000원)",일요일
원조한방정통삼계탕,삼계탕,3,65,"서울 강남구 테헤란로81길 35
(지번) 삼성동 156-8",37.50915168,127.0562828,02-556-2616,"한방반계탕 (7,500원), 한방삼계탕 (14,000원), 한방삼계탕 (특) (16,000원), 반계탕 (7,000원), 삼계탕 (13,000원)",일요일
함지곱창전문,"곱창,막창",3.5,253,"서울 강남구 학동로2길 33 1층
(지번) 논현동 144-5",37.50928263,127.023275,02-3444-6919,"함지모듬구이 (19,000원), 곱창구이 (21,000원), 특양구이 (24,000원), 대창구이 (21,000원), 막창구이 (22,000원), 염통구이 (19,000원)",일요일
영동삼미숯불갈비,갈비,3.8,117,"서울 강남구 학동로2길 30
(지번) 논현동 143-10",37.50947362,127.0229171,02-549-9485,"수원왕갈비 (1대) (34,000원), 생등심 (150g) (46,000원), 등심주물럭 (150g) (46,000원), 돼지갈비 (250g) (16,000원), 삼겹살 (200g) (16,000원), 갈비탕 (9,000원)",매일 10:30 ~ 00:50
루나아시아,인도음식,4.3,85,"서울 강남구 삼성로100길 15 1층
(지번) 삼성동 152-62",37.5099006,127.0566336,02-562-7992,메뉴 없음,"토,일 12:00 ~ 21:00"
논현조개전골,"찌개,전골",4,68,"서울 강남구 학동로4길 20 명진빌딩 1층 103호
(지번) 논현동 141-9",37.51009174,127.0232398,02-512-8007,"조개전골(소) (55,000원), 조개전골(대) (88,000원), Set1조개전골 (68,000원), Set2조개전골 (78,000원), 조개전골(중) (68,000원), 조개전골(특) (98,000원)",매일 16:00 ~ 24:00
배꼽집,"육류,고기",3.4,40,"서울 강남구 강남대로128길 22 지하1층
(지번) 논현동 140-3",37.51014166,127.0240867,02-539-3323,"배꼽곱창전골(공기밥,우동사리 별도) (35,000원), (HIT)평양냉면 (13,000원), (HIT)비빔냉면 (13,000원), (HIT)양곰탕 (13,000원), 육회비빔밥(육회 70g) (12,000원), 명품갈비탕 (13,000원), 한우국밥 (9,000원)",일요일
아카라,일본식주점,4.2,46,"서울 강남구 봉은사로43길 14
(지번) 논현동 272-31",37.51018259,127.039943,02-511-3444,오늘의메뉴 (변동가격),
곰바위,"곱창,막창",3.6,10,"서울 강남구 삼성로 542
(지번) 삼성동 151-4",37.51021876,127.0552738,02-552-7761,"곱창 전골 (35,000원), 불고기 전골 (30,000원), 한우 육회 냉면 (19,000원), 곰바위 홍탕 (17,000원), 갈비탕 (17,000원), 설렁탕 (12,000원), 한우 육회 비빔밥 (15,000원), 백 양곰탕 (11,000원), 냉면 (9,000원), 한우육회비빔밥 (점심) (15,000원), 뚝배기불고기 (10,000원), 냉면 (점심) (9,000원), 곰바위 홍탕 (점심) (17,000원), 갈비탕 (점심) (17,000원), 설렁탕 (점심) (12,000원), 백 양곰탕 (점심) (11,000원), 소고기국밥 (8,000원)",매일 11:30 ~ 22:30 · 휴게시간 매일 15:00 ~ 17:00
이대성의진면목,한식,3.9,423,"서울 강남구 삼성로100길 23-3 1층
(지번) 삼성동 153-64",37.51022689,127.057138,02-569-7577,"닭도리탕 (30,000원), 아귀꽃찜 (30,000원), 등심칼국수 (10,000원), 복칼국수 (11,000원), 평양식만두 (6,000원), 한우등심샤브샤브 (15,000원), 오늘보쌈 (30,000원), 한우생불고기 (16,000원)",매일 10:30 ~ 22:00
언양불고기,"육류,고기",4.2,16,"서울 강남구 학동로2길 15 1층
(지번) 논현동 141-5",37.5103477,127.0228236,02-548-2684,"등심 (200g) (38,000원), 불고기 (200g) (25,000원)",매일 12:00 ~ 22:00
마장동박현규,한식,4.4,46,"서울 강남구 강남대로128길 27 새호시티라이프빌딩 1층
(지번) 논현동 122-25",37.51042417,127.0243277,010-2436-2669,"0.1%한우 3cm 등심 (120g) (55,000원), 0.1 한우 특선 세트 (400g) (105,000원), 0.1% 한우 살치살 (120g) (60,000원), 0.1% 실속모듬 세트 (400g) (65,000원)",일요일
수담한정식,한정식,3.5,184,"서울 강남구 봉은사로 418 조양빌딩 지하1층
(지번) 삼성동 113",37.5105108,127.0459786,02-558-4900,"진연상 (62,000원), 수라상 (82,000원), 보리굴비정식 (점심) (30,000원), 보리굴비정식 (저녁) (40,000원), 선비상 (40,000원), 대감상 (50,000원), 용왕상 (120,000원), 담정식(평일점심특선) (29,000원)",매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:30
아우정,"육류,고기",4.3,59,"서울 강남구 테헤란로87길 45 보현빌딩 1, 2층
(지번) 삼성동 153-44",37.51064695,127.057484,02-553-9289,메뉴 없음,일요일
데쎄르룸,디저트카페,4.6,40,"서울 강남구 봉은사로51길 13 1층
(지번) 논현동 269-16",37.51093054,127.0424704,010-5005-6190,"바닐라라떼 (4,000원), 아인슈페너 (5,000원), 홍차라떼 (4,000원), 자몽에이드 (4,300원), 라즈베리다쿠아즈 (3,700원), 가나슈다쿠아즈 (3,700원), 마약옥수수다쿠아즈 (3,700원), 밀크티다쿠아즈 (3,700원), 쑥떡다쿠아즈 (3,700원), 앙버터다쿠아즈 (3,700원), 오레오다쿠아즈 (3,700원), 오렌지한라봉 다쿠아즈 (3,700원), 우유카라멜다쿠아즈 (3,700원), 초코나무숲 다쿠아즈 (3,700원), 크렘브렐레 바닐라 다쿠아즈 (3,700원), 피스타치오다쿠아즈 (3,700원), 헤이즐넛다쿠아즈 (3,700원), 다쿠아즈 포장상자（6개입） (1,000원), 다쿠아즈 포장상자（8개입） (1,500원), 랜덤박스 8개입 구움과자증정 택1 (29,500원), 레몬케이크 (3,000원), 샤브레쿠키（초코） (4,500원), 샤브레쿠키（시나몬） (4,500원), 샤브레쿠키（얼그레이） (4,500원), 샤브레쿠키선물세트（3개입） (15,000원), 르뱅쿠키（오리지널） (3,900원), 르뱅쿠키（더블초코） 사장님강추 (3,900원), 르뱅쿠키（피칸피넛） (3,900원), 버터바 (4,500원), 얼그레이쫀득바 (4,800원)",매일 10:00 ~ 19:00
외고집설렁탕,설렁탕,3.7,183,"서울 강남구 삼성로 555 알앤텍빌딩 1층
(지번) 삼성동 120-8",37.51101634,127.0539007,02-567-5225,"설렁탕 (14,000원), 머리고기설렁탕 (14,000원), 설렁탕(특) (22,000원), 머리고기설렁탕(특) (22,000원), 육개장 (18,000원), 도가니탕 (30,000원), 수육 (중) (60,000원), 수육(대) (80,000원), 도가니수육 (75,000원)",일요일
조인바이트,이탈리안,3.7,284,"서울 강남구 봉은사로68길 8 덱스빌딩 1층 101호
(지번) 삼성동 114-44",37.51129427,127.049866,02-3444-3611,"한돈목살 깍두기 볶음밥 (22,000원), 올리브 잠봉 바게트 (19,000원), 그래놀라 리코타 (26,000원), 씨트러스 부라타 (28,000원), 들깨 알리오 올리오 (22,000원), 갑오징어 오일 (29,000원), 명란 대파 크림 (29,000원), 우삼겹 미나리 로제 (29,000원), 랍스터 토마토 (38,000원), BBQ 타레 폭립 (38,000원), 우대 갈비 (86,000원), 한우 채끝 스테이크 (88,000원), 닭목살 리조또 (34,000원), 살치살 트러플 리조또 (36,000원), 한우 안심 카르파치오 (28,000원), 토마토 닭봉 스튜 (44,000원), 프렌치 프라이 & 고추장마요 (18,000원), 오늘의 스프 (15,000원), 씨푸드 그릴 플래터 (88,000원)",일요일
디히랑,술집,4.2,48,"서울 강남구 언주로121길 4-3
(지번) 논현동 218-20",37.51187407,127.0350579,02-511-7284,"디히랑 꽃게장 (26,000원), 디히랑 생선구이 (15,000원), 디히랑 보쌈 (28,000원), 디히랑 보리굴비 (20,000원), 디히랑 오늘의 전 (12,000원), 디히랑 계절김치 (10,000원), 7가지 김치와 반찬 set (8,000원), 돼지갈비 김치콩찜 (5,000원), 울외장아찌 무침 (5,000원), 명란 무침（무색소 저염） (5,000원), 고추 볶음지 (5,000원), 3가지 미니 김치 set (5,000원), 수제 매실 방울 토마토 (3,000원), 기증떡과 약과 (3,000원), 냉오미자차 (3,000원), 디히랑 한우수육 (32,000원), 디히랑 녹두백숙 (32,000원), 공기밥 (1,000원), 꼬리곰탕 한공기 (2,000원), 냉녹차 (2,000원)",일요일
비야게레로,양식,4.2,461,"서울 강남구 봉은사로78길 12 1층 101호
(지번) 삼성동 118-21",37.51195956,127.0527825,02-538-8915,"까르니따 따꼬 (4,900원), 초리소 따꼬 (4,800원)",화~일 11:30 ~ 21:30
레트로오븐,"제과,베이커리",4.7,23,"서울 강남구 봉은사로55길 25 1층 101호
(지번) 삼성동 35-22",37.51212563,127.043945,02-544-9045,"통밀빵 (6,800원), 브레첼 (3,500원), 라우겐 크로와상 (4,500원), 버터크로와상 (4,000원), 잡곡식빵 (10,500원), 올리브빵 (4,000원)","월,화,일요일"
바이트샌드위치&샐러드,샌드위치,4.5,19,"서울 강남구 봉은사로 474 1층 102호
(지번) 삼성동 117",37.51236724,127.0520266,02-515-1379,메뉴 없음,"토,일요일"
진대감 논현본점,"육류,고기",4.2,68,"서울 강남구 학동로38길 38 1층
(지번) 논현동 217-47",37.51247216,127.0344474,02-512-0365,"한우차돌삼합 (29,000원), 한우투뿔모듬 (119,000원), 한우파김치전골 (55,000원), 한우차돌박이 (29,000원), 한우꽃게된장찌개 (12,000원), 한우차돌짬뽕라면 (10,000원), 갓김치물냉면 (10,000원), 갓김치비빔냉면 (10,000원), 날치알볶음밥 (6,000원), 구수한누룽지 (8,000원), 누룽지계란찜 (6,000원), 점심)한우꽃게된장찌개밥상 (12,000원), 점심)한돈파김치전골밥상 (11,000원), 점심)한우차돌짬뽕라면밥상 (10,000원), 점심)갓김치물냉면반상 (10,000원), 점심)갓김치비빔냉면반상 (10,000원), 점심)벌교꼬막비빔밥상 (11,000원), 벌교꼬막비빔밥 (11,000원), 생관자 (15,000원), 차돌초밥용 밥 (5,000원)",일 12:00 ~ 21:00
아도르,초콜릿,4.8,139,"서울 강남구 선릉로116길 24 1층
(지번) 삼성동 39-21",37.51281023,127.0450935,010-2744-3921,"클래식 (3,200원), 시그니처 (3,800원), 밀크 (11,000원), 에콰도르 (11,000원), 유자말차 (13,000원)","월,일요일"
봉산평양냉면,냉면,4.3,73,"서울 강남구 학동로1길 21 영진빌딩 1층
(지번) 논현동 49-8",37.512811,127.0216539,02-515-3989,"평양물냉면 (15,000원)",일요일
맷카페,카페,4,184,"서울 강남구 학동로50길 42 1층
(지번) 논현동 255-5",37.51389009,127.0406211,070-7599-2212,"아메리카노 (6,300원), 카페라떼 (7,800원), Matt 시그니처 라떼 (ICE) (9,300원), 에티오피아 (8,300원), 콜드브루 (7,300원)",매일 11:00 ~ 21:00
인량 훠궈,중식,4.1,459,"서울 강남구 강남대로140길 9 비피유빌딩 지하1층
(지번) 논현동 21-16",37.5139959,127.0212114,02-516-8777,"훠궈탕(두가지 맛) (8,900원), 훠궈탕(세가지 맛) (7,900원), 가물치(3판) (15,000원), 완자모둠 (14,900원), 야채모듬 (7,900원)",화~일 11:30 ~ 23:00
김인복의광평 삼성본점,갈비,4.3,477,"서울 강남구 영동대로106길 45 1층
(지번) 삼성동 162-29",37.51435949,127.0648788,02-561-9990,"한우 [안심,등심,특수] (변동가격), 골동면 (18,000원), 평양냉면 (16,000원), 비빔냉면 (16,000원), 평양냉면과 돔베고기[물/비빔] (24,000원), 돼지양념갈비 (29,000원), 난축맛돈 구이 (29,000원), 육회한우니 (65,000원), 한우 생갈비 [생/양념] (85,000원)","토,일 12:00 ~ 21:30"
류몽민,닭요리,4.5,96,"서울 강남구 학동로25길 11 씨플레이스 2층 101호
(지번) 논현동 38-8",37.51439578,127.0288159,02-6404-8080,"류몽민 직화 닭갈비 (2인분이상) (28,000원), 갈릭 직화 닭갈비 (2인분 이상) (30,000원), 직화 고스트 닭갈비 (2인분이상) 🌶️🌶️🌶️ (30,000원), 류몽민 닭갈비 2인세트 (38,500원), 류몽민 닭갈비 3인세트 (52,500원), 7분 부대찌개 (2인분이상) (22,000원)",매일 11:30 ~ 22:00 · 휴게시간 매일 16:00 ~ 17:30
홍명,중식,3.7,474,"서울 강남구 논현로131길 10 1층
(지번) 논현동 37-9",37.51452743,127.0294541,02-548-2223,"짜장면 (9,000원), 간짜장 (11,000원), 짬뽕 (11,000원), 사천탕면 (10,000원), 볶음짬뽕 (10,000원), 잡채볶음밥 (11,000원), 유산슬밥 (18,000원), 짬뽕밥 (11,000원), 볶음밥 (10,000원), 마파두부밥 (10,000원), 오향장육 (40,000원), 양장피 (40,000원), 유산슬 (45,000원), 팔보채 (48,000원), 탕수육 (33,000원), 깐풍기 (33,000원), 칠리새우 (40,000원), 멘보샤 (40,000원), 고추잡채 (40,000원), 동파육 (50,000원)",매일 11:30 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00
토가라시,일본식라면,3.8,105,"서울 강남구 학동로25길 14 1층
(지번) 논현동 37-1",37.51463378,127.0289934,02-515-5799,"토가라시 라멘 (11,000원), 돈코츠 라멘 (10,000원), 소유라멘 (10,000원), 가라아게카레라이스 (11,000원), 차슈동 (11,000원), 오늘의야키토리 6本 (27,000원), 모츠나베 (32,000원), 닭목살가라아게 (19,000원)",일요일
차이린,중국요리,3.3,64,"서울 강남구 삼성로112길 10
(지번) 삼성동 71-24",37.51464874,127.0532943,02-543-2847,"사천식 고추 닭고기 (R) (29,000원), XO소스 공심채 (17,000원), 특선 짜장면 (7,000원), 게살스프 (1인분) (9,000원), 사천식 마파두부 (R) (25,000원)",매일 11:30 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00
곰바위 봉은사 본점,"곱창,막창",3.3,103,"서울 강남구 영동대로115길 10
(지번) 삼성동 76-10",37.514892,127.0588141,02-511-0068,"곱창전골(런치) (35,000원), 곱창전골(디너) (45,000원), 한우불고기전골(런치) (27,000원), 한우불고기전골(디너) (38,000원), 한우국수전골(런치) (29,000원), 특양구이 (48,000원), 대창구이 (43,000원), 막창구이 (39,000원), 한우양념갈비 (69,000원), 한우주물럭 (64,000원), 한우제비추리 (58,000원), 우대갈비 (54,000원), 한우육회 (45,000원), 한우 간 & 천엽 (25,000원), 한우설화등심 (살치) (88,000원), 한우안창살 (95,000원), 한우 토시살 (99,000원), 한우안심 (88,000원), 한우명품생갈비 (135,000원), 갈비탕 (24,000원), 설렁탕 (13,000원), 한우육회비밤밥 (18,000원), 곱창 전골 런치 (1인) (35,000원), 한우 불고기 전골 런치 (1인) (27,000원), 한우 국수 전골 런치 (1인) (29,000원), 한우꽃등심 (69,000원), 한우로스편채 (58,000원), 우설구이 (49,000원)",매일 11:00 ~ 22:00
젠제로,아이스크림,4.4,407,"서울 강남구 선릉로126길 14 1층
(지번) 삼성동 10-18",37.51527004,127.04323,02-543-1261,메뉴 없음,매일 12:00 ~ 22:00
아이수마,양식,3.8,176,"서울 강남구 학동로56길 26 1층 102호
(지번) 삼성동 8-5",37.51548179,127.0426781,010-2551-5247,"알리오 올리오 (15,000원), 새우 날치알 크림 파스타 (22,000원), 과일치즈 샐러드 (16,000원), 스테이크 샐러드 (20,009원)","토,일 11:30 ~ 21:30"
신신양꼬치,양꼬치,4.6,84,"서울 강남구 학동로48길 13 1층
(지번) 논현동 243-11",37.51555495,127.0395909,02-517-6667,"양고기모듬 (550g) (48,000원), 신신왕갈비 (300g) (30,000원), 양삼겹살 (250g) (26,000원), 양갈비살 (17,000원), 양등갈비 (16,000원), 양꼬치 (16,000원), 뚜링구이 (22,000원), 새우구이 (12,000원), 훠궈 (45,000원), 마라쇼룽샤 (38,000원), 마라샹궈 (30,000원), 향라대하 (25,000원), 탕수육 (18,000원), 가지튀김 (18,000원), 지삼선 (18,000원), 경장육사 (18,000원), 바지락볶음 (20,000원), 뚜링무침 (22,000원), 짝태볶음 (20,000원), 어향육사 (18,000원), 소양볶음 (18,000원), 건두부볶음/무침 (15,000원), 오이양장피 (12,000원), 마파두부 (12,000원), 토마토계란볶음 (15,000원), 오이무침 (12,000원), 마라탕 (12,000원), 야채마라탕 (9,000원), 토마토계란탕 (7,000원), 옥수수국수 (6,000원), 운남쌀국수 (8,000원), 물만두 (8,000원), 볶음밥(김치/계란) (6,000원), 훈둔 (8,000원)",일 11:00 ~ 22:00
부산아구,아구,3.3,115,"서울 강남구 강남대로150길 10 1층
(지번) 논현동 16-1",37.51577799,127.0207026,02-546-9947,"꽃게찜 (소) (60,000원), 꽃게탕 (소) (60,000원), 꽃게범벅 (소) (60,000원), 꽃게섞어찜 (소) (65,000원), 아구섞어찜 (소) (65,000원), 아구찜 (중) (50,000원), 낙지찜 (소) (40,000원), 게알밥 (30,000원)",일 10:00 ~ 23:00
청담면옥,냉면,3.5,15,"서울 강남구 선릉로 664 1층
(지번) 삼성동 8-1",37.51589107,127.0423169,02-548-3777,"물냉면 (8,500원), 비빔냉면 (9,000원), 회냉면 (9,000원), 뚝배기불고기 (8,500원), 만두 (소) (5,000원)",매일 10:30 ~ 22:00
그때그집,"족발,보쌈",3.8,41,"서울 강남구 선릉로129길 17
(지번) 논현동 242",37.51597112,127.0401424,02-546-0062,"1975 그때그집 오리지널 족발 (42,000원), 부추족발볶음 （부추족발볶음＋상추＋청양고추＋오이＋부추무침＋마늘＋쌈장＋초고추장＋두향된장국） (43,000원), 빨강족발볶음 （빨강족발볶음＋상추＋청양고추＋오이＋부추무침＋마늘＋쌈장＋초고추장＋두향된장국） (43,000원), 반반족발 大（1975 그때그집 오리지널, 부추족발볶음, 빨강족발볶음（택 2）＋상추＋청양고추＋오이＋부추무침＋마늘＋쌈장＋새우젓＋초고추장＋콩나물국＋두향된장국） (60,000원), 부추비빔밥 (7,000원)",일요일
통영다찌,"해물,생선",3.2,168,"서울 강남구 논현로136길 12 1층
(지번) 논현동 81-4",37.51598457,127.0310771,010-7567-1048,메뉴 없음,일요일
쁠로13,"제과,베이커리",4.1,521,"서울 강남구 도산대로8길 13 1층
(지번) 논현동 13-2",37.51614972,127.0223453,070-8280-0813,"에스프레소 (3,000원), 아메리카노 (3,000원), 카푸치노 (3,800원), 카페라떼 (3,800원), 카페모카 (4,300원), 바닐라라떼 (4,300원), 돌체라떼 (4,300원), 카라멜 마키아토 (4,300원), 우유 (2,500원), 초코라떼 (4,300원), 딸기라떼 (5,800원), 유기농허브티 (3,800원), 생강차 (4,300원), 아이스티 복숭아 (3,800원), 패션프루트에이드 (5,300원), 청포도 수제에이드 (5,800원), 유자차 (4,300원), 제주청귤차 (4,300원), 블랙티 (4,300원), 자몽 수제차 (5,800원)",일요일
백암왕순대,순대,4.2,102,"서울 강남구 선릉로129길 5 1층
(지번) 논현동 242-28",37.5162403,127.0410412,02-3442-7768,"순대국밥 (보통) (10,000원), 밥따로 (보통) (10,000원), 토종순대 (14,000원), 술국 (24,000원), 모듬 (수육) (31,000원), 철판볶음(1인분) (14,000원)",일요일
팔당닭발&오징어 강남본점,닭요리,4.5,288,"서울 강남구 학동로45길 3 1층
(지번) 논현동 116-5",37.51651114,127.0378091,0507-1398-0893,메뉴 없음,매일 12:00 ~ 05:30
맛짱조개,조개,4.1,851,"서울 강남구 언주로134길 18 1층
(지번) 논현동 115-4",37.51658617,127.0370121,02-516-4787,"조개찜 (중) (55,000원), 가리비 숙회 (25,000원), 포뜬 산오징어 (28,000원), 키조개 (25,000원), 참골뱅이 (40,000원), 조개탕 (30,000원), 새우뽕 (35,000원), 피문어 (변동가격)",일요일
모스가든,양식,3.7,122,"서울 강남구 논현로139길 12 모스가든
(지번) 논현동 30-6",37.51668679,127.0283275,0507-1489-1988,"베트남 치킨 스타우브 그릴 (29,000원), 의성 마늘 레드 칠리 스타우브 그릴 (29,000원), 하와이안 치킨 스타우브 그릴 (29,000원), 싱가폴리안 블랙 페퍼치킨 스타우브 그릴 (29,000원), 꽁블가든스커리 치킨 스타우브 그릴 (29,000원), 안동 갈비 치킨 스타우브 그릴 (29,000원), 시골농장호박스프 (18,000원), 이집트 후무스 딥과 먹물 치아바타 (25,000원), 가든 씨푸드 스타우브 그릴 (48,000원), 남해 흰다리 새우 스타우브 그릴 8P (32,000원), 지중해풍 페스카토레 쌀국수 (38,000원), 만가닥 버섯 명란 시골파스타 (28,000원), 알프스 스타우브 감자전 (18,000원), 마요르카 전복 감바스 (26,000원), 멕시칸 체다 치즈 살사 치킨 스타우브 그릴 (29,000원), 사천식 수비드 마라 비프 (48,000원)",일 11:00 ~ 20:00
현우동,"돈까스,우동",3.7,629,"서울 강남구 논현로149길 53 래성빌딩 1층 101호
(지번) 논현동 11-1",37.51703916,127.0243068,02-515-3622,"카케우동 (9,000원), 키츠네우동 (11,000원), 키자미우동 (11,000원), 타마고토지우동 (12,000원), 멘타이코앙카케타마고토지우동 (16,000원), 니꾸우동 (13,000원), 샤브니꾸우동 (15,000원), 아사리우동 (13,000원), 텐뿌라우동 (14,000원), 카레우동 (12,000원), 카츠카레우동 (15,000원), 멘타이코가마바타우동 (16,000원), 자루우동 (9,000원), 텐자루우동 (14,000원), 텐뿌라붓카케우동 (14,000원), 토리텐붓카케우동 (14,000원), 에비텐모찌우동 (14,000원), 카레동(카레덮밥) (12,000원), 텐동(튀김덮밥) (13,000원), 카츠동 (13,000원)",일요일
